source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified
AML.M0002,Passive ML Output Obfuscation,course-of-action--9f92e876-e2c0-4def-afee-626a4a79c524,mitigation,mitigates,AML.T0024.001,Invert ML Model,attack-pattern--e19c6f8a-f1e2-46cc-9387-03a3092f01ed,technique,"Suggested approaches:
  - Restrict the number of results shown
  - Limit specificity of output class ontology
  - Use randomized smoothing techniques
  - Reduce the precision of numerical outputs
",relationship--2cac8184-822b-4ae0-b0a5-9b23f1fa7c6e,12 April 2023,12 October 2023
AML.M0011,Restrict Library Loading,course-of-action--179e00cb-0948-4282-9132-f8a1f0ff6bd7,mitigation,mitigates,AML.T0011.000,Unsafe ML Artifacts,attack-pattern--be6ef5c5-1ecb-486d-9743-42085bd2c256,technique,"Restrict library loading by ML artifacts.
",relationship--ab438913-b3c0-4672-9cbc-3e2e59bf3608,12 April 2023,12 October 2023
AML.M0004,Restrict Number of ML Model Queries,course-of-action--46b3e92d-600b-47c9-80f5-ed62a5db0377,mitigation,mitigates,AML.T0043.001,Black-Box Optimization,attack-pattern--c4e52005-7416-45c4-9feb-8cd5fd34f70a,technique,"Limit the number of queries users can perform in a given interval to shrink the attack surface for black-box attacks.
",relationship--6698cae1-2d23-45ab-9e07-e9c6bdfc78e9,12 April 2023,12 October 2023
AML.M0004,Restrict Number of ML Model Queries,course-of-action--46b3e92d-600b-47c9-80f5-ed62a5db0377,mitigation,mitigates,AML.T0034,Cost Harvesting,attack-pattern--ae71ca3a-8ca4-40d2-bdba-4276b29ac8f9,technique,"Limit the number of queries users can perform in a given interval to hinder an attacker's ability to send computationally expensive inputs
",relationship--5e4ea92d-e283-4234-860b-999203123162,12 April 2023,12 October 2023
AML.M0004,Restrict Number of ML Model Queries,course-of-action--46b3e92d-600b-47c9-80f5-ed62a5db0377,mitigation,mitigates,AML.T0029,Denial of ML Service,attack-pattern--8f644f37-e2e6-468e-b720-f395b8c27fbc,technique,"Limit the number of queries users can perform in a given interval to prevent a denial of service.
",relationship--bf9c8885-92cd-4ab8-a549-646ee1694c61,12 April 2023,12 October 2023
AML.M0004,Restrict Number of ML Model Queries,course-of-action--46b3e92d-600b-47c9-80f5-ed62a5db0377,mitigation,mitigates,AML.T0014,Discover ML Model Family,attack-pattern--c552f0b5-2e2c-4f8f-badc-0876ecca7255,technique,"Limit the amount of information an attacker can learn about a model's ontology through API queries.
",relationship--e20ae5d0-8412-4e6e-9958-75b5b3623b5d,12 April 2023,12 October 2023
AML.M0004,Restrict Number of ML Model Queries,course-of-action--46b3e92d-600b-47c9-80f5-ed62a5db0377,mitigation,mitigates,AML.T0013,Discover ML Model Ontology,attack-pattern--943303ef-846b-49d6-b53f-b0b9341ac1ca,technique,"Limit the amount of information an attacker can learn about a model's ontology through API queries.
",relationship--89213c4a-bccd-4461-8898-b4b7b2a3b899,12 April 2023,12 October 2023
AML.M0004,Restrict Number of ML Model Queries,course-of-action--46b3e92d-600b-47c9-80f5-ed62a5db0377,mitigation,mitigates,AML.T0024,Exfiltration via ML Inference API,attack-pattern--b07d147f-51c8-4eb6-9a05-09c86762a9c1,technique,"Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.
",relationship--f08cf33c-ac94-4000-b1c8-390fb912bfab,12 April 2023,12 October 2023
AML.M0004,Restrict Number of ML Model Queries,course-of-action--46b3e92d-600b-47c9-80f5-ed62a5db0377,mitigation,mitigates,AML.T0024.002,Extract ML Model,attack-pattern--f78e0ac3-6d72-42ed-b20a-e10d8c752cf6,technique,"Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.
",relationship--add8aacd-1581-44dd-80c7-380c9b0dac06,12 April 2023,12 October 2023
AML.M0004,Restrict Number of ML Model Queries,course-of-action--46b3e92d-600b-47c9-80f5-ed62a5db0377,mitigation,mitigates,AML.T0024.000,Infer Training Data Membership,attack-pattern--86b5f486-afb8-4aa9-991f-0e24d5737f0c,technique,"Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.
",relationship--d6992ef8-e0b8-4a20-a663-a59d1794c1cf,12 April 2023,12 October 2023
AML.M0004,Restrict Number of ML Model Queries,course-of-action--46b3e92d-600b-47c9-80f5-ed62a5db0377,mitigation,mitigates,AML.T0024.001,Invert ML Model,attack-pattern--e19c6f8a-f1e2-46cc-9387-03a3092f01ed,technique,"Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.
",relationship--46856582-fec6-4063-9a05-e769d0f5e6e3,12 April 2023,12 October 2023
AML.M0004,Restrict Number of ML Model Queries,course-of-action--46b3e92d-600b-47c9-80f5-ed62a5db0377,mitigation,mitigates,AML.T0046,Spamming ML System with Chaff Data,attack-pattern--6c1fca80-3ba9-41c9-8f7b-9824310a94f1,technique,"Limit the number of queries users can perform in a given interval to protect the system from chaff data spam.
",relationship--c8e7f861-0992-4589-a1c0-c70a603c957b,12 April 2023,12 October 2023
AML.M0007,Sanitize Training Data,course-of-action--9395d240-cc32-452a-911b-04feea01bcfb,mitigation,mitigates,AML.T0010.002,Data,attack-pattern--8d644240-ad99-4410-a7f8-3ef8f53a463e,technique,"Detect and remove or remediate poisoned data to avoid adversarial model drift or backdoor attacks.
",relationship--c444e7de-83cc-4a6e-99bd-8509f923cb3d,12 April 2023,12 October 2023
AML.M0007,Sanitize Training Data,course-of-action--9395d240-cc32-452a-911b-04feea01bcfb,mitigation,mitigates,AML.T0018.000,Poison ML Model,attack-pattern--e0eb2b64-aebd-4412-80f3-b71d7805a65f,technique,"Prevent attackers from leveraging poisoned datasets to launch backdoor attacks against a model.
",relationship--29b6aa3b-fecb-4d1c-bdb2-58f90788123e,12 April 2023,12 October 2023
AML.M0007,Sanitize Training Data,course-of-action--9395d240-cc32-452a-911b-04feea01bcfb,mitigation,mitigates,AML.T0020,Poison Training Data,attack-pattern--0ec538ca-589b-4e42-bcaa-06097a0d679f,technique,"Detect modification of data and labels which may cause adversarial model drift or backdoor attacks.
",relationship--0f06ec3d-4343-4363-96a0-fa9492dc8edf,12 April 2023,12 October 2023
AML.M0006,Use Ensemble Methods,course-of-action--dcb586a2-1135-4e2a-97bd-d4adbc79758b,mitigation,mitigates,AML.T0014,Discover ML Model Family,attack-pattern--c552f0b5-2e2c-4f8f-badc-0876ecca7255,technique,"Use multiple different models to fool adversaries of which type of model is used and how the model used.
",relationship--3a3cab15-6b39-4d41-8e03-23a15a5cba42,12 April 2023,12 October 2023
AML.M0006,Use Ensemble Methods,course-of-action--dcb586a2-1135-4e2a-97bd-d4adbc79758b,mitigation,mitigates,AML.T0031,Erode ML Model Integrity,attack-pattern--8735735d-c09d-4298-8e64-9a2b6168a74c,technique,"Using multiple different models increases robustness to attack.
",relationship--bc86c7f4-d989-4a2c-9ff8-fb21038e0287,12 April 2023,12 October 2023
AML.M0006,Use Ensemble Methods,course-of-action--dcb586a2-1135-4e2a-97bd-d4adbc79758b,mitigation,mitigates,AML.T0015,Evade ML Model,attack-pattern--071df654-813a-4708-85dc-f715f785d37f,technique,"Using multiple different models increases robustness to attack.
",relationship--f739f509-651f-4fac-9342-a4b189d4a82f,12 April 2023,12 October 2023
AML.M0006,Use Ensemble Methods,course-of-action--dcb586a2-1135-4e2a-97bd-d4adbc79758b,mitigation,mitigates,AML.T0010.001,ML Software,attack-pattern--d8292a1c-21e7-4b45-b110-0e05feb30a9a,technique,"Using multiple different models ensures minimal performance loss if security flaw is found in tool for one model or family.
",relationship--c8bf0bed-9028-48a4-97d8-57d5e9387dd5,12 April 2023,12 October 2023
AML.M0006,Use Ensemble Methods,course-of-action--dcb586a2-1135-4e2a-97bd-d4adbc79758b,mitigation,mitigates,AML.T0010.003,Model,attack-pattern--452b8fdf-8679-4013-bb38-4d16f65430bc,technique,"Using multiple different models ensures minimal performance loss if security flaw is found in tool for one model or family.
",relationship--f3f9ba2a-b6d3-4171-b776-4c0fd425d1dd,12 April 2023,12 October 2023
AML.M0009,Use Multi-Modal Sensors,course-of-action--1bb9d9a7-c05a-470f-a709-64bd240e2eb0,mitigation,mitigates,AML.T0015,Evade ML Model,attack-pattern--071df654-813a-4708-85dc-f715f785d37f,technique,"Using a variety of sensors can make it more difficult for an attacker to compromise and produce malicious results.
",relationship--e5396756-390d-43b9-b3d3-c998869b9498,12 April 2023,12 October 2023
AML.M0009,Use Multi-Modal Sensors,course-of-action--1bb9d9a7-c05a-470f-a709-64bd240e2eb0,mitigation,mitigates,AML.T0041,Physical Environment Access,attack-pattern--4d5c6974-0307-4535-bf37-7bb4c6a2ef47,technique,"Using a variety of sensors can make it more difficult for an attacker with physical access to compromise and produce malicious results.
",relationship--10720f12-fe1a-4b30-93a8-2f69f33729b7,12 April 2023,12 October 2023
AML.M0018,User Training,course-of-action--cce983e7-13a2-4545-8c39-ec6c8dff148d,mitigation,mitigates,AML.T0011.000,Unsafe ML Artifacts,attack-pattern--be6ef5c5-1ecb-486d-9743-42085bd2c256,technique,"Train users to identify attempts of manipulation to prevent them from running unsafe code which when executed could develop unsafe artifacts. These artifacts may have a detrimental effect on the system.
",relationship--5e634baa-bdb1-4ea3-bdc7-4fbfa88f1fac,12 April 2023,12 October 2023
AML.M0018,User Training,course-of-action--cce983e7-13a2-4545-8c39-ec6c8dff148d,mitigation,mitigates,AML.T0011,User Execution,attack-pattern--8c849dd4-5d15-45aa-b5b2-59c96a3ab939,technique,"Training users to be able to identify attempts at manipulation will make them less susceptible to performing techniques that cause the execution of malicious code.
",relationship--40424d8a-5de5-4658-87a0-85568fde2e4e,12 April 2023,12 October 2023
AML.M0008,Validate ML Model,course-of-action--01c2ec0a-e257-4a75-9e59-f71aa6362b6e,mitigation,mitigates,AML.T0018.001,Inject Payload,attack-pattern--a50f02df-1130-4945-94bb-7857952da585,technique,"Ensure that acquired models do not respond to potential backdoor triggers or adversarial bias.
",relationship--041e524f-ce40-44fb-be10-9ba2292ee7b2,12 April 2023,12 January 2024
AML.M0008,Validate ML Model,course-of-action--01c2ec0a-e257-4a75-9e59-f71aa6362b6e,mitigation,mitigates,AML.T0010.003,Model,attack-pattern--452b8fdf-8679-4013-bb38-4d16f65430bc,technique,"Ensure that acquired models do not respond to potential backdoor triggers or adversarial bias.
",relationship--28a7467d-ed66-4b74-b5cc-5e7b14d26f1c,12 April 2023,12 January 2024
AML.M0008,Validate ML Model,course-of-action--01c2ec0a-e257-4a75-9e59-f71aa6362b6e,mitigation,mitigates,AML.T0018.000,Poison ML Model,attack-pattern--e0eb2b64-aebd-4412-80f3-b71d7805a65f,technique,"Ensure that trained models do not respond to potential backdoor triggers or adversarial bias.
",relationship--7cefef5d-aa19-4170-b415-e9ca2db8e062,12 April 2023,12 January 2024
AML.M0014,Verify ML Artifacts,course-of-action--cdccb3ab-2dde-41a9-a988-783a25b7bd00,mitigation,mitigates,AML.T0010,ML Supply Chain Compromise,attack-pattern--d2cf31e0-a550-4fe0-8fdb-8941b3ac00d9,technique,"Introduce proper checking of signatures to ensure that unsafe ML artifacts will not be introduced to the system.
",relationship--6299066e-0ff9-4d89-bb8f-cb1b0f04b9b3,12 April 2023,12 October 2023
AML.M0014,Verify ML Artifacts,course-of-action--cdccb3ab-2dde-41a9-a988-783a25b7bd00,mitigation,mitigates,AML.T0019,Publish Poisoned Datasets,attack-pattern--f4fc2abd-71a4-401a-a742-18fc5aeb4bc3,technique,"Determine validity of published data in order to avoid using poisoned data that introduces vulnerabilities.
",relationship--ba2f59be-65ed-4f71-8b25-c40c0316b4cc,12 April 2023,12 October 2023
AML.M0014,Verify ML Artifacts,course-of-action--cdccb3ab-2dde-41a9-a988-783a25b7bd00,mitigation,mitigates,AML.T0011.000,Unsafe ML Artifacts,attack-pattern--be6ef5c5-1ecb-486d-9743-42085bd2c256,technique,"Introduce proper checking of signatures to ensure that unsafe ML artifacts will not be executed in the system.
",relationship--29f0ff78-37c3-4eee-b43d-d7b6ad221922,12 April 2023,12 October 2023
AML.M0016,Vulnerability Scanning,course-of-action--79752061-aac1-4ed9-b7f3-3b4dc5e81280,mitigation,mitigates,AML.T0018,Backdoor ML Model,attack-pattern--c704a49c-abf0-4258-9919-a862b1865469,technique,"Techniques such as neural payload injection can make model artifacts vulnerable to adversarial queries. Scan model artifacts for signs of compromise.
",relationship--71ad3705-8153-4733-b9e8-771bf4963b6e,12 April 2023,12 January 2024
AML.M0016,Vulnerability Scanning,course-of-action--79752061-aac1-4ed9-b7f3-3b4dc5e81280,mitigation,mitigates,AML.T0011.000,Unsafe ML Artifacts,attack-pattern--be6ef5c5-1ecb-486d-9743-42085bd2c256,technique,"Scan ML artifacts for vulnerabilities before execution.
",relationship--8355c7ce-abbe-44b9-bd2e-b83f91160b1f,12 April 2023,12 January 2024
